Platform,Severity,Group,Number,Log Message
ASA,4,409,116,Error for timer %d in OSPF process %s 
ASA,4,409,117,"Can't find LSA database type %x, area %AREA_ID_STR, interface %x "
ASA,4,409,118,Could not allocate DBD packet 
ASA,4,409,119,"Invalid build flag %x for LSA %i, type 0x%x "
ASA,4,409,120,Router-ID %i is in use by ospf process %d 
ASA,4,409,121,Router is currently an ASBR while having only one area which is a stub area
ASA,4,409,122,Could not select a global IPv6 address. Virtual links require at least one global IPv6 address. 
ASA,4,409,123,Neighbor command allowed only on NBMA networks 
ASA,4,409,125,Can not use configured neighbor: poll and priority options are allowed only for a NBMA network 
ASA,4,409,128,"OSPFv3-%d Area %AREA_ID_STR: Router %i originating invalid type 0x%x LSA, ID %u, Metric %d on Link ID %d Link Type %d"
ASA,4,410,001,UDP DNS request from source_interface:source_address/source_port to dest_interface:dest_address/dest_port; (label length | domain-name length) 52 bytes exceeds remaining packet length of 44 bytes.
ASA,4,410,003,action_class: action DNS query_response from src_ifc:sip/sport to dest_ifc:dip/dport; further_info
ASA,4,411,001,Line protocol on interface interface_name changed state to up
ASA,4,411,002,Line protocol on interface interface_name changed state to down
ASA,4,411,003,Configuration status on interface interface_name changed state to downup
ASA,4,411,004,Configuration status on interface interface_name changed state to up
ASA,4,411,005,Interface variable 1 experienced a hardware transmit hang. The interface has been reset.
ASA,4,412,001,MAC MAC_address moved from interface_1 to interface_2
ASA,4,412,002,Detected bridge table full while inserting MAC MAC_address on interface interface. Number of entries = num
ASA,4,413,001,Module module_id is not able to shut down. Module Error: errnum message
ASA,4,413,002,Module module_id is not able to reload. Module Error: errnum message
ASA,4,413,003,Module module_id is not a recognized type
ASA,4,413,004,"Module module_id failed to write software vnewver (currently vver), reason. Trying again."
ASA,4,413,005,"Module module_id, application is not supported app_name version app_vers type app_type"
ASA,4,413,006,prod-id Module software version mismatch; slot slot is prod-id version running-vers. Slot slot prod-id requires required-vers.
ASA,4,415,016,policy-map map_name:Maximum number of unanswered HTTP requests exceeded connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num
ASA,4,416,001,Dropped UDP SNMP packet from source_interface:source_IP/source_port to dest_interface:dest_address/dest_port; version (prot_version) is not allowed through the firewall
ASA,4,417,001,Unexpected event received: number
ASA,4,417,004,Filter violation error: conn number (string:string) in string
ASA,4,417,006,No memory for string) in string. Handling: string
ASA,4,418,001,"Through-the-device packet to/from management-only network is denied: protocol_string from interface_name IP_address (port) [([idfw_user|FQDN_string], sg_info)] to interface_name IP_address (port) [(idfw_user|FQDN_string), sg_info]"
ASA,4,419,001,"Dropping TCP packet from src_ifc:src_IP/src_port to dest_ifc:dest_IP/dest_port, reason: MSS exceeded, MSS size, data size"
ASA,4,419,002,Received duplicate TCP SYN from in_interface:src_address/src_port to out_interface:dest_address/dest_port with different initial sequence number.
ASA,4,419,003,Cleared TCP urgent flag from out_ifc:src_ip/src_port to in_ifc:dest_ip/dest_port.
ASA,4,420,002,"IPS requested to drop ICMP packets ifc_in:SIP to ifc_out:DIP (typeICMP_TYPE, code ICMP_CODE)"
ASA,4,420,003,IPS requested to reset TCP connection from ifc_in:SIP/SPORT to ifc_out:DIP/DPORT
ASA,4,420,007,"application-string cannot be enabled for the module in slot slot_id. The module's current software version does not support this feature. Please upgrade the software on the module in slot slot_id to support this feature. Received backplane header version version_number, required backplane header version version_number or higher."
ASA,4,422,004,IP SLA Monitor number0: Duplicate event received. Event number number1
ASA,4,422,005,IP SLA Monitor Probe(s) could not be scheduled because clock is not set.
ASA,4,422,006,IP SLA Monitor Probe number: string
ASA,4,423,001,{Allowed | Dropped} invalid NBNS pkt_type_name with error_reason_str from ifc_name:ip_address/port to ifc_name:ip_address/port.
ASA,4,423,002,{Allowed | Dropped} mismatched NBNS pkt_type_name with error_reason_str from ifc_name:ip_address/port to ifc_name:ip_address/port.
ASA,4,423,003,{Allowed | Dropped} invalid NBDGM pkt_type_name with error_reason_str from ifc_name:ip_address/port to ifc_name:ip_address/port.
ASA,4,423,004,{Allowed | Dropped} mismatched NBDGM pkt_type_name with error_reason_str from ifc_name:ip_address/port to ifc_name:ip_address/port.
ASA,4,423,005,{Allowed | Dropped} NBDGM pkt_type_name fragment with error_reason_str from ifc_name:ip_address/port to ifc_name:ip_address/port.
ASA,4,424,001,"Packet denied protocol_string intf_in:src_ip/src_port [([idfw_user | FQDN_string], sg_info)] intf_out:dst_ip/dst_port[([idfw_user | FQDN_string], sg_info)]. [Ingress|Egress] interface is in a backup state."
ASA,4,424,002,Connection to the backup interface is denied: protocol_string intf:src_ip/src_port intf:dst_ip/dst_port
ASA,4,426,004,"PORT-CHANNEL: Interface ifc_name1 is not compatible with ifc_name and will be suspended (speed of ifc_name1 is X Mbps, Y is 1000 Mbps)."
ASA,4,429,002,CXSC service card requested to drop protocol packet from interface_name:ip_address/port to interface_name:ip_address/port 
ASA,4,429,003,CXSC service card requested to reset TCP connection from interface_name:ip_addr/port to interface_name:ip_addr/port
ASA,4,429,007,CXSC redirect will override Scansafe redirect for flow from interface_name:ip_address/port to interface_name:ip_address/port with username
ASA,4,429,008,Unable to respond to VPN query from CX for session 0x%x. Reason %s
ASA,4,431,001,"RTP conformance: Dropping RTP packet from in_ifc:src_ip/src_port to out_ifc:dest_ip/dest_port, Drop reason: drop_reason value"
ASA,4,431,002,"RTCP conformance: Dropping RTCP packet from in_ifc:src_ip/src_port to out_ifc:dest_ip/dest_port, Drop reason: drop_reason value"
ASA,4,434,001,"SFR card not up and fail-close mode used, dropping protocol packet from ingress interface:source IP address/source port to egress interface:destination IP address/destination port"
ASA,4,434,002,SFR requested to drop protocol packet from ingress interface:source IP address/source port to egress interface:destination IP address/destination port
ASA,4,434,003,SFR requested to reset TCP connection from ingress interface:source IP address/source port to egress interface:destination IP address/destination port
ASA,4,434,007,SFR redirect will override Scansafe redirect for flow from ingress interface:source IP address/source port to egress interface:destination IP address/destination port (user)
ASA,4,444,005,Timebased activation key activation-key will expire in num days. 
ASA,4,444,106,Shared license backup server address is not available
ASA,4,444,110,Shared license server backup has days remaining as active license server
ASA,4,446,001,Maximum TLS Proxy session limit of max_sess reached.
ASA,4,446,003,"Denied TLS Proxy session from src_int:src_ip/src_port to dst_int:dst_ip/dst_port, UC-IME license is disabled."
ASA,4,447,001,"ASP DP to CP queue_name was full. Queue length length, limit limit"
ASA,4,448,001,"Denied SRTP crypto session setup on flow from src_int:src_ip/src_port to dst_int:dst_ip/dst_port, licensed K8 SRTP crypto session of limit exceeded"
ASA,4,450,001,"Deny traffic for protocol protocol_id src interface_name:IP_address/port dst interface_name:IP_address/port, licensed host limit of num exceeded."
ASA,4,500,004,"Invalid transport field for protocol=protocol, from source_address/source_port to dest_address/dest_port"
ASA,4,507,002,Data copy in proxy-mode exceeded the buffer limit
ASA,4,603,110,"Failed to establish L2TP session, tunnel_id = tunnel_id, remote_peer_ip = peer_ip, user = username. Multiple sessions per tunnel are not supported"
ASA,4,604,105,DHCPD: Unable to send DHCP reply to client hardware_address on interface interface_name. Reply exceeds options field size (options_field_size) by number_of_octets octets.
ASA,4,607,002,action_class: action SIP req_resp req_resp_info from src_ifc:sip/sport to dest_ifc:dip/dport; further_info
ASA,4,607,004,Phone Proxy: Dropping SIP message from src_if:src_ip/src_port to dest_if:dest_ip/dest_port with source MAC mac_address due to secure phone database mismatch.
ASA,4,608,002,"Dropping Skinny message for in_ifc:src_ip/src_port to out_ifc:dest_ip/dest_port, SCCPPrefix length value too small"
ASA,4,608,003,"Dropping Skinny message for in_ifc:src_ip/src_port to out_ifc:dest_ip/dest_port, SCCPPrefix length value too large"
ASA,4,608,004,"Dropping Skinny message for in_ifc:src_ip/src_port to out_ifc:dest_ip/dest_port, message id value not allowed"
ASA,4,608,005,"Dropping Skinny message for in_ifc:src_ip/src_port to out_ifc:dest_ip/dest_port, message id value registration not complete"
ASA,4,612,002,"Auto Update failed:filename, version:number, reason:reason"
ASA,4,612,003,"Auto Update failed to contact:url, reason:reason"
ASA,4,613,017,"Bad LSA mask: Type number, LSID IP_address Mask mask from IP_address"
ASA,4,613,018,"Maximum number of non self-generated LSA has been exceeded ""OSPF number"" - number LSAs"
ASA,4,613,019,"Threshold for maximum number of non self-generated LSA has been reached ""OSPF number"" - number LSAs"
ASA,4,613,021,Packet not written to the output queue
ASA,4,613,022,Doubly linked list linkage is NULL
ASA,4,613,023,Doubly linked list prev linkage is NULL number
ASA,4,613,024,Unrecognized timer number in OSPF string
ASA,4,613,025,"Invalid build flag number for LSA IP_address, type number"
ASA,4,613,026,Can not allocate memory for area structure
ASA,4,613,030,Router is currently an ASBR while having only one area which is a stub area
ASA,4,613,031,No IP address for interface inside
ASA,4,613,036,Can not use configured neighbor: cost and database-filter options are allowed only for a point-to-multipoint network
ASA,4,613,037,Can not use configured neighbor: poll and priority options are allowed only for a NBMA network
ASA,4,613,038,Can not use configured neighbor: cost or database-filter option is required for point-to-multipoint broadcast network
ASA,4,613,039,Can not use configured neighbor: neighbor command is allowed only on NBMA and point-to-multipoint networks
ASA,4,613,040,"OSPF-1 Area string: Router IP_address originating invalid type number LSA, ID IP_address, Metric number on Link ID IP_address Link Type number"
ASA,4,613,042,OSPF process number lacks forwarding address for type 7 LSA IP_address in NSSA string - P-bit cleared
ASA,4,620,002,Unsupported CTIQBE version: hex: from interface_name:IP_address/port to interface_name:IP_address/port
ASA,4,709,008,(Primary | Secondary) Configuration sync in progress. Command: 'command' executed from (terminal/http) will not be replicated to or executed by the standby unit.
ASA,4,711,002,"Task ran for elapsed_time msecs, process = process_name, PC = PC Tracebeback = traceback"
ASA,4,711,004,"Task ran for msec msec, Process = process_name, PC = pc, Call stack = call stack"
ASA,4,713,154,DNS lookup for peer_description Server [server_name] failed!
